zone_name,zone_id,capacity,type
Zone_1062,1062,-1,0
Zone_1063,1063,-1,0
Zone_1064,1064,-1,0
Zone_1065,1065,-1,1
Zone_1066,1066,-1,1
Zone_1067,1067,-1,0
Zone_1068,1068,-1,0
Zone_1069,1069,-1,0
Zone_1070,1070,-1,0
Zone_1071,1071,-1,0
Zone_1072,1072,-1,0
Zone_1073,1073,-1,0
Zone_1074,1074,-1,0
Zone_1075,1075,-1,0
Zone_1076,1076,-1,0
Zone_1077,1077,-1,0
Zone_1078,1078,-1,0
Zone_1079,1079,-1,0
Zone_1080,1080,-1,0
Zone_1081,1081,-1,0
Zone_1082,1082,-1,0
Zone_1083,1083,-1,0
Zone_1084,1084,-1,0
Zone_1085,1085,-1,0
Zone_1086,1086,-1,0
Zone_1087,1087,-1,0
Zone_1088,1088,-1,0
Zone_1089,1089,-1,0
Zone_1090,1090,-1,0
Zone_1091,1091,-1,0
Zone_1092,1092,-1,0
Zone_1093,1093,-1,0
Zone_1094,1094,-1,0
Zone_1095,1095,-1,0
Zone_1096,1096,-1,0
Zone_1097,1097,-1,0
Zone_1098,1098,-1,0
Zone_1099,1099,-1,0
Zone_1100,1100,-1,0
Zone_1101,1101,-1,0
Zone_1102,1102,-1,0
Zone_1103,1103,-1,0
Zone_1104,1104,-1,0
Zone_1105,1105,-1,0
Zone_1106,1106,-1,0
Zone_1107,1107,-1,1
Zone_1108,1108,-1,1
Zone_1109,1109,-1,0
Zone_1110,1110,-1,0
Zone_1111,1111,-1,0
Zone_1112,1112,-1,0
Zone_1113,1113,-1,0
Zone_1114,1114,-1,0
Zone_1115,1115,-1,0
Zone_1116,1116,-1,0
Zone_1117,1117,-1,0
Zone_1118,1118,-1,0
Zone_1119,1119,-1,0
Zone_1120,1120,-1,0
Zone_1121,1121,-1,0
Zone_1122,1122,-1,0
Zone_1123,1123,-1,0
Zone_1124,1124,-1,0
Zone_1125,1125,-1,0
Zone_1126,1126,-1,0
Zone_1127,1127,-1,0
Zone_1128,1128,-1,0
Zone_1129,1129,-1,0
Zone_1130,1130,-1,0
Zone_1131,1131,-1,0
Zone_1132,1132,-1,0
Zone_1133,1133,-1,0
Zone_1134,1134,-1,0
Zone_1135,1135,-1,0
Zone_1136,1136,-1,0
Zone_1137,1137,-1,0
Zone_1138,1138,-1,0
Zone_1139,1139,-1,0
Zone_1140,1140,-1,0
Zone_1141,1141,-1,0
Zone_1142,1142,-1,0
Zone_1143,1143,-1,0
Zone_1144,1144,-1,0
Zone_1145,1145,-1,0
Zone_1146,1146,-1,0
Zone_1147,1147,-1,0
Zone_1148,1148,-1,0
Zone_1149,1149,-1,0
Zone_1150,1150,-1,0
Zone_1151,1151,-1,0
Zone_1152,1152,-1,0
Zone_1153,1153,-1,0
Zone_1154,1154,-1,0
Zone_1155,1155,-1,0
Zone_1156,1156,-1,1
Zone_1157,1157,-1,1
Zone_1158,1158,-1,0
Zone_1159,1159,-1,0
Zone_1160,1160,-1,0
Zone_1161,1161,-1,0
Zone_1162,1162,-1,0
Zone_1163,1163,-1,0
Zone_1164,1164,-1,0
Zone_1165,1165,-1,0
Zone_1166,1166,-1,0
Zone_1167,1167,-1,0
Zone_1168,1168,-1,0
Zone_1169,1169,-1,0
Zone_1170,1170,-1,0
Zone_1171,1171,-1,0
Zone_1172,1172,-1,0
Zone_1173,1173,-1,0
Zone_1174,1174,-1,0
Zone_1175,1175,-1,0
Zone_1176,1176,-1,0
Zone_1177,1177,-1,0
Zone_1178,1178,-1,0
Zone_1179,1179,-1,0
Zone_1180,1180,-1,0
Zone_1181,1181,-1,0
Zone_1182,1182,-1,0
Zone_1183,1183,-1,0
Zone_1184,1184,-1,0
Zone_1185,1185,-1,0
Zone_1186,1186,-1,0
Zone_1187,1187,-1,0
Zone_1188,1188,-1,0
Zone_1189,1189,-1,0
Zone_1190,1190,-1,0
Zone_1191,1191,-1,0
Zone_1192,1192,-1,0
Zone_1193,1193,-1,0
Zone_1194,1194,-1,0
Zone_1195,1195,-1,0
Zone_1196,1196,-1,0
Zone_1197,1197,-1,0
Zone_1198,1198,-1,0
Zone_1199,1199,-1,0
Zone_1200,1200,-1,0
Zone_1201,1201,-1,0
Zone_1202,1202,-1,0
Zone_1203,1203,-1,0
Zone_1204,1204,-1,0
Zone_1205,1205,-1,0
Zone_1206,1206,-1,0
Zone_1207,1207,-1,0
Zone_1208,1208,-1,0
Zone_1209,1209,-1,0
Zone_1210,1210,-1,0
Zone_1211,1211,-1,0
Zone_1212,1212,-1,0
Zone_1213,1213,-1,0
Zone_1214,1214,-1,1
Zone_1215,1215,-1,1
Zone_1216,1216,-1,0
Zone_1217,1217,-1,0
Zone_1218,1218,-1,0
Zone_1219,1219,-1,0
Zone_1220,1220,-1,0
Zone_1221,1221,-1,0
Zone_1222,1222,-1,0
Zone_1223,1223,-1,0
Zone_1224,1224,-1,0
Zone_1225,1225,-1,0
Zone_1226,1226,-1,0
Zone_1227,1227,-1,0
Zone_1228,1228,-1,0
Zone_1229,1229,-1,0
Zone_1230,1230,-1,0
Zone_1231,1231,-1,0
Zone_1232,1232,-1,0
Zone_1233,1233,-1,0
Zone_1234,1234,-1,0
Zone_1235,1235,-1,0
Zone_1236,1236,-1,0
Zone_1237,1237,-1,0
Zone_1238,1238,-1,0
Zone_1239,1239,-1,0
Zone_1240,1240,-1,0
Zone_1241,1241,-1,0
Zone_1242,1242,-1,0
Zone_1243,1243,-1,0
Zone_1244,1244,-1,0
Zone_1245,1245,-1,0
Zone_1246,1246,-1,0
Zone_1247,1247,-1,0
Zone_1248,1248,-1,0
Zone_1249,1249,-1,0
Zone_1250,1250,-1,0
Zone_1251,1251,-1,0
Zone_1252,1252,-1,0
Zone_1253,1253,-1,0
Zone_1254,1254,-1,0
Zone_1255,1255,-1,0
Zone_1256,1256,-1,0
Zone_1257,1257,-1,0
Zone_1258,1258,-1,0
Zone_1259,1259,-1,0
Zone_1260,1260,-1,0
Zone_1261,1261,-1,0
Zone_1262,1262,-1,0
Zone_1263,1263,-1,0
Zone_1264,1264,-1,0
Zone_1265,1265,-1,0
Zone_1266,1266,-1,0
Zone_1267,1267,-1,0
Zone_1268,1268,-1,0
Zone_1269,1269,-1,0
Zone_1270,1270,-1,0
Zone_1271,1271,-1,0
Zone_1272,1272,-1,0
Zone_1273,1273,-1,0
Zone_1274,1274,-1,0
Zone_1275,1275,-1,0
Zone_1276,1276,-1,0
Zone_1277,1277,-1,0
Zone_1278,1278,-1,0
Zone_1279,1279,-1,0
Zone_1280,1280,-1,0
Zone_1281,1281,-1,0
Zone_1282,1282,-1,0
Zone_1283,1283,-1,0
Zone_1284,1284,-1,0
Zone_1285,1285,-1,0
Zone_1286,1286,-1,0
Zone_1287,1287,-1,0
Zone_1288,1288,-1,1
Zone_1289,1289,-1,1
Zone_1290,1290,-1,0
Zone_1291,1291,-1,0
Zone_1292,1292,-1,0
Zone_1293,1293,-1,0
Zone_1294,1294,-1,0
Zone_1295,1295,-1,0
Zone_1296,1296,-1,0
Zone_1297,1297,-1,0
Zone_1298,1298,-1,0
Zone_1299,1299,-1,0
Zone_1300,1300,-1,0
Zone_1301,1301,-1,0
Zone_1302,1302,-1,0
Zone_1303,1303,-1,0
Zone_1304,1304,-1,0
Zone_1305,1305,-1,0
Zone_1306,1306,-1,0
Zone_1307,1307,-1,0
Zone_1308,1308,-1,0
Zone_1309,1309,-1,0
Zone_1310,1310,-1,0
Zone_1311,1311,-1,1
Zone_1312,1312,-1,1
Zone_1313,1313,-1,0
Zone_1314,1314,-1,0
Zone_1315,1315,-1,0
Zone_1316,1316,-1,0
Zone_1317,1317,-1,0
Zone_1318,1318,-1,0
Zone_1319,1319,-1,0
Zone_1320,1320,-1,0
Zone_1321,1321,-1,0
Zone_1322,1322,-1,0
Zone_1323,1323,-1,0
Zone_1324,1324,-1,0
Zone_1325,1325,-1,0
Zone_1326,1326,-1,0
Zone_1327,1327,-1,0
Zone_1328,1328,-1,0
Zone_1329,1329,-1,0
Zone_1330,1330,-1,0
Zone_1331,1331,-1,0
Zone_1332,1332,-1,1
Zone_1333,1333,-1,1
Zone_1334,1334,-1,0
Zone_1335,1335,-1,0
Zone_1336,1336,-1,0
Zone_1337,1337,-1,0
Zone_1338,1338,-1,0
Zone_1339,1339,-1,0
Zone_1340,1340,-1,0
Zone_1341,1341,-1,0
Zone_1342,1342,-1,0
Zone_1343,1343,-1,0
Zone_1344,1344,-1,0
Zone_1345,1345,-1,0
Zone_1346,1346,-1,0
Zone_1347,1347,-1,0
Zone_1348,1348,-1,0
Zone_1349,1349,-1,0
Zone_1350,1350,-1,0
Zone_1351,1351,-1,0
Zone_1352,1352,-1,0
Zone_1353,1353,-1,0
Zone_1354,1354,-1,0
Zone_1355,1355,-1,0
Zone_1356,1356,-1,0
Zone_1357,1357,-1,0
Zone_1358,1358,-1,0
Zone_1359,1359,-1,0
Zone_1360,1360,-1,0
Zone_1361,1361,-1,0
Zone_1362,1362,-1,0
Zone_1363,1363,-1,0
Zone_1364,1364,-1,0
Zone_1365,1365,-1,0
Zone_1366,1366,-1,0
Zone_1367,1367,-1,0
Zone_1368,1368,-1,0
Zone_1369,1369,-1,0
Zone_1370,1370,-1,0
Zone_1371,1371,-1,1
Zone_1372,1372,-1,1
Zone_1373,1373,-1,0
Zone_1374,1374,-1,0
Zone_1375,1375,-1,0
Zone_1376,1376,-1,0
Zone_1377,1377,-1,0
Zone_1378,1378,-1,0
Zone_1379,1379,-1,0
Zone_1380,1380,-1,0
Zone_1381,1381,-1,0
Zone_1382,1382,-1,0
Zone_1383,1383,-1,0
Zone_1384,1384,-1,0
Zone_1385,1385,-1,0
Zone_1386,1386,-1,0
Zone_1387,1387,-1,0
Zone_1388,1388,-1,0
Zone_1389,1389,-1,0
Zone_1390,1390,-1,0
Zone_1391,1391,-1,0
Zone_1392,1392,-1,0
Zone_1393,1393,-1,0
Zone_1394,1394,-1,0
Zone_1395,1395,-1,0
Zone_1396,1396,-1,0
Zone_1397,1397,-1,0
Zone_1398,1398,-1,0
Zone_1399,1399,-1,0
Zone_1400,1400,-1,0
Zone_1401,1401,-1,0
Zone_1402,1402,-1,0
Zone_1403,1403,-1,0
Zone_1404,1404,-1,1
Zone_1405,1405,-1,1
Zone_1406,1406,-1,0
Zone_1407,1407,-1,0
Zone_1408,1408,-1,0
Zone_1409,1409,-1,0
Zone_1410,1410,-1,0
Zone_1411,1411,-1,0
Zone_1412,1412,-1,0
Zone_1413,1413,-1,0
Zone_1414,1414,-1,0
Zone_1415,1415,-1,0
Zone_1416,1416,-1,0
Zone_1417,1417,-1,0
Zone_1418,1418,-1,0
Zone_1419,1419,-1,0
Zone_1420,1420,-1,0
Zone_1421,1421,-1,0
Zone_1422,1422,-1,0
Zone_1423,1423,-1,0
Zone_1424,1424,-1,0
Zone_1425,1425,-1,0
Zone_1426,1426,-1,0
Zone_1427,1427,-1,0
Zone_1428,1428,-1,0
Zone_1429,1429,-1,0
Zone_1430,1430,-1,0
Zone_1431,1431,-1,0
Zone_1432,1432,-1,0
Zone_1433,1433,-1,0
Zone_1434,1434,-1,0
Zone_1435,1435,-1,0
Zone_1436,1436,-1,0
Zone_1437,1437,-1,0
Zone_1438,1438,-1,0
Zone_1439,1439,-1,0
Zone_1440,1440,-1,0
Zone_1441,1441,-1,0
Zone_1442,1442,-1,0
Zone_1443,1443,-1,0
Zone_1444,1444,-1,0
Zone_1445,1445,-1,0
Zone_1446,1446,-1,0
Zone_1447,1447,-1,0
Zone_1448,1448,-1,0
Zone_1449,1449,-1,0
Zone_1450,1450,-1,0
Zone_1451,1451,-1,0
Zone_1452,1452,-1,0
Zone_1453,1453,-1,0
Zone_1454,1454,-1,0
Zone_1455,1455,-1,0
Zone_1456,1456,-1,0
Zone_1457,1457,-1,0
Zone_1458,1458,-1,1
Zone_1459,1459,-1,1
Zone_1460,1460,-1,0
Zone_1461,1461,-1,0
Zone_1462,1462,-1,0
Zone_1463,1463,-1,0
Zone_1464,1464,-1,0
Zone_1465,1465,-1,0
Zone_1466,1466,-1,0
Zone_1467,1467,-1,0
Zone_1468,1468,-1,0
Zone_1469,1469,-1,0
Zone_1470,1470,-1,0
Zone_1471,1471,-1,0
Zone_1472,1472,-1,0
Zone_1473,1473,-1,0
Zone_1474,1474,-1,0
Zone_1475,1475,-1,0
Zone_1476,1476,-1,0
Zone_1477,1477,-1,0
Zone_1478,1478,-1,0
Zone_1479,1479,-1,0
Zone_1480,1480,-1,0
Zone_1481,1481,-1,0
Zone_1482,1482,-1,0
Zone_1483,1483,-1,0
Zone_1484,1484,-1,0
Zone_1485,1485,-1,0
Zone_1486,1486,-1,0
Zone_1487,1487,-1,0
Zone_1488,1488,-1,0
Zone_1489,1489,-1,0
Zone_1490,1490,-1,0
Zone_1491,1491,-1,0
Zone_1492,1492,-1,0
Zone_1493,1493,-1,0
Zone_1494,1494,-1,0
Zone_1495,1495,-1,0
Zone_1496,1496,-1,0
Zone_1497,1497,-1,0
Zone_1498,1498,-1,0
Zone_1499,1499,-1,0
Zone_1500,1500,-1,0
Zone_1501,1501,-1,0
Zone_1502,1502,-1,0
Zone_1503,1503,-1,0
Zone_1504,1504,-1,0
Zone_1505,1505,-1,0
Zone_1506,1506,-1,0
Zone_1507,1507,-1,0
Zone_1508,1508,-1,0
Zone_1509,1509,-1,0
Zone_1510,1510,-1,1
Zone_1511,1511,-1,1
Zone_1512,1512,-1,0
Zone_1513,1513,-1,0
Zone_1514,1514,-1,0
Zone_1515,1515,-1,0
Zone_1516,1516,-1,0
Zone_1517,1517,-1,0
Zone_1518,1518,-1,0
Zone_1519,1519,-1,0
Zone_1520,1520,-1,0
Zone_1521,1521,-1,0
Zone_1522,1522,-1,0
Zone_1523,1523,-1,0
Zone_1524,1524,-1,0
Zone_1525,1525,-1,0
Zone_1526,1526,-1,0
Zone_1527,1527,-1,0
Zone_1528,1528,-1,0
Zone_1529,1529,-1,0
Zone_1530,1530,-1,0
Zone_1531,1531,-1,0
Zone_1532,1532,-1,1
Zone_1533,1533,-1,0
Zone_1534,1534,-1,0
Zone_1535,1535,-1,0
Zone_1536,1536,-1,0
Zone_1537,1537,-1,0
Zone_1538,1538,-1,0
Zone_1539,1539,-1,0
Zone_1540,1540,-1,0
Zone_1541,1541,-1,0
Zone_1542,1542,-1,0
Zone_1543,1543,-1,0
Zone_1544,1544,-1,0
Zone_1545,1545,-1,0
Zone_1546,1546,-1,0
Zone_1547,1547,-1,0
Zone_1548,1548,-1,0
Zone_1549,1549,-1,0
Zone_1550,1550,-1,0
Zone_1551,1551,-1,0
Zone_1552,1552,-1,0
Zone_1553,1553,-1,0
Zone_1554,1554,-1,0
Zone_1555,1555,-1,0
Zone_1556,1556,-1,0
Zone_1557,1557,-1,0
Zone_1558,1558,-1,0
Zone_1559,1559,-1,0
Zone_1560,1560,-1,1
Zone_1561,1561,-1,0
Zone_1562,1562,-1,0
Zone_1563,1563,-1,0
Zone_1564,1564,-1,0
Zone_1565,1565,-1,0
Zone_1566,1566,-1,0
Zone_1567,1567,-1,0
Zone_1568,1568,-1,0
Zone_1569,1569,-1,0
Zone_1570,1570,-1,0
Zone_1571,1571,-1,0
Zone_1572,1572,-1,0
Zone_1573,1573,-1,0
Zone_1574,1574,-1,0
Zone_1575,1575,-1,0
Zone_1576,1576,-1,0
Zone_1577,1577,-1,0
Zone_1578,1578,-1,0
Zone_1579,1579,-1,0
Zone_1580,1580,-1,0
Zone_1581,1581,-1,0
Zone_1582,1582,-1,0
Zone_1583,1583,-1,0
Zone_1584,1584,-1,0
Zone_1585,1585,-1,1
Zone_1586,1586,-1,1
Zone_1587,1587,-1,0
Zone_1588,1588,-1,0
Zone_1589,1589,-1,0
Zone_1590,1590,-1,0
Zone_1591,1591,-1,0
Zone_1592,1592,-1,0
Zone_1593,1593,-1,0
Zone_1594,1594,-1,0
Zone_1595,1595,-1,0
Zone_1596,1596,-1,0
Zone_1597,1597,-1,0
Zone_1598,1598,-1,0
Zone_1599,1599,-1,0
Zone_1600,1600,-1,0
Zone_1601,1601,-1,0
Zone_1602,1602,-1,0
Zone_1603,1603,-1,0
Zone_1604,1604,-1,0
Zone_1605,1605,-1,0
Zone_1606,1606,-1,0
Zone_1607,1607,-1,0
Zone_1608,1608,-1,0
Zone_1609,1609,-1,1
